تحقيق محمد باقر الأنصاري	ق 1
محمد بن يوسف بن أبي القاسم العبدري أبو عبد الله	0897
صفي الرحمن المباركفوري (المتوفى: 1427هـ)	1427
علي بن عمر بن أحمد الدارقطني	0385
علي أصغر مرواريد	1450
عبد الكريم بن محمد الرافعي القزويني (المتوفى: 623هـ)	0623
السيد حسين الزرباطي	1450
الشيخ الجواهري	1266
السيد إعجاز حسين	1286
أبو المعالي محمود شكري بن عبد الله بن محمد بن أبي الثناء الألوسي (المتوفى: 1342هـ)	1342
الدكتور محمد عبده يماني	1450
ابن الأشعث السجستاني	0275
محمد بن يوسف بن يعقوب، أبو عبد الله، بهاء الدين الجندي اليمني (المتوفى: 732هـ)	0732
الامام أبو عمرو عثمان بن سعيد بن عثمان بن سعيد بن عمرو الداني	0444
عبد الله بن المبارك	0181
أبو سفيان وكيع بن الجراح بن مليح بن عدي بن فرس بن سفيان بن الحارث بن عمرو ابن عبيد بن رؤاس الرؤاسي (المتوفى: 197هـ)	0197
مصطفى بن عبد الله كاتب جلبي القسطنطيني المشهور باسم حاجي خليفة أو الحاج خليفة (المتوفى: 1067هـ)	1067
مهدي الحسيني الروحاني	1450
السيد حسن الصدر	1450
أبو السعادات المبارك بن محمد الجزري	0606
أبو عمر، شهاب الدين أحمد بن محمد بن عبد ربه ابن حبيب ابن حدير بن سالم المعروف بابن عبد ربه الأندلسي (المتوفى: 328هـ)	0328
أحمد الصاوي	1241
عمر بن علي بن عمر القزويني، أبو حفص، سراج الدين (المتوفى: 750هـ)	0750
ابن أبي شيبة الكوفي	0235
أبو بكر عبد الله بن أبي الدنيا	0281
ماهر ياسين فحل الهيتي	NOTGIVEN
الحافظ الأصبهاني	0430
أبو العباس شمس الدين أحمد بن محمد بن إبراهيم بن أبي بكر ابن خلكان البرمكي الإربلي (المتوفى: 681هـ)	0681
الشيخ حسن صاحب المعالم	1011
صالح بن فوزان بن عبد الله الفوزان	NOTGIVEN
سليمان بن خلف بن سعد أبو الوليد الباجي	0474
أبو العباس الرملي	1004
عبد الرحيم بن عبد الرحمن بن أحمد، أبو الفتح العباسي (المتوفى: 963هـ)	0963
محمد بن علي الصوري أبو علي	0441
عز الدين بن الأثير أبي الحسن علي بن محمد الجزري	0630
محمد (أو عبد الله) بن علي بن أحمد بن عبد الرحمن بن حسن الأنصاري، أبو عبد الله، جمال الدين ابن حديدة (المتوفى: 783هـ)	0783
علي بن هبة الله بن أبي نصر بن ماكولا	0475
سليمان بن داود الطيالسي	0204
محمد بن فراموز الشهير بمنلا خسرو (المتوفى : 885هـ)	0885
الشيخ الإمام أبي عبد الله محمد بن إسحق بن منده الأصبهاني	0395
علي بن ظافر بن حسين الأزدي الخزرجي، أبو الحسن جمال الدين (المتوفى: 613هـ)	0613
محمد بن سعد	0230
أبي الحسين علي بن غنائم (المتوفى: نحو 470هـ)	NOTGIVEN
نصر بن عبد العزيز بن أحمد، أبو الحسين الفارسي (المتوفى: 461هـ)، وأبو زكريا عبد الرحيم بن أحمد بن نصر البخاري (المتوفى: 461هـ)	0461
محمد بن تقي الدين الايوبي	0617
أحمد بن محمد بن خالد البرقي	0274
أبو نعيم أحمد بن عبد الله بن مهران المهراني الأصبهاني	0430
مؤيد الدولة أبو مظفر أسامة بن مرشد الكناني الشيزري	0584
محمد بن محمد بن سويلم أبو شهبة (المتوفى: 1403هـ)	1403
ابن الأثير	0606
يوسف بن الزكي عبدالرحمن أبو الحجاج المزي	0742
شمس الدين أبو المحاسن محمد بن علي بن الحسن بن حمزة الحسيني الدمشقي الشافعي (المتوفى: 765هـ)	0765
علي بن عبد الله بن أحمد الحسني السمهودي (المتوفى: 911هـ)	0911
الدكتور محمد خلدون أحمد نورس مالكي	CONTEMPORARY
عبد الرحمن بن أحمد بن مبارك بن حماد بن تركي الغزي الشيخ الزاهد زين الدين أبو الفرج المعروف بابن الشيخة المصري الحسيني (المتوفى: 799هـ)	0799
أبو عبد الله محمد بن إسحاق بن محمد بن يحيى بن منده العبدي (المتوفى: 395هـ)	0395
محمد بن علي بن طباطبا المعروف بابن الطقطقي (المتوفى : 709هـ)	0709
محمد بن محمد بن علي، أبو الفتوح الطائي الهمذاني (المتوفى: 555هـ)	0555
شيخ الإسلام أبي العباس تقي الدين أحمد بن عبد الحليم بن تيمية الحراني	0728
ابن حجة الحموي، تقي الدين أبو بكر بن علي بن عبد الله الحموي الأزراري (المتوفى: 837هـ)	0837
الزيلعي	0762
بيبي بنت عبد الصمد الهروية الهرثمية	0477
الإمام الشيخ محمد بن درويش بن محمد الحوت البيروتي الشافعي	1277
عبد الله بن عبد الحكم بن أعين بن ليث بن رافع، أبو محمد المصري (المتوفى: 214هـ)	0214
محمد أمين بن فضل الله بن محب الدين بن محمد المحبي (المتوفى: 1111هـ)	1111
عبد الرحمن أحمد البكري	1450
سليمان بن عمر بن محمد البجيرمي	1221
أبو عبد الرحمن أحمد بن شعيب بن علي الخراساني، النسائي (المتوفى : 303هـ)	0303
محمد بن عمر بن واقد السهمي الأسلمي بالولاء، المدني، أبو عبد الله، الواقدي (المتوفى: 207هـ)	0207
محمد بن المشهدي	ن 610
السيد حسن الحسيني اللواساني	1400
مجموعة من المؤلفين، محمد رشيد بن علي رضا (المتوفى: 1354هـ) وغيره من كتاب المجلة	1354
الصاحب بهاء الدين علي بن عيسى بن أبي الفتح الإربلي (المتوفى : 692هـ)	0692
أبو علي المحسن بن علي بن محمد التنوخي البصري	0384
المقرئ	0618
عبد الله بن عبد العزيز بن محمد البكري	0496
أبو يوسف يعقوب بن إبراهيم بن حبيب بن سعد بن حبتة الأنصاري (المتوفى: 182هـ)	0182
عثمان بن عبد الرحمن	0643
القندوزي	1294
أبو يعلي حمزة بن اسد ، المعروف بابن القلانسي (المتوفى : 555هـ)	0555
أحمد بن عبد الله بن أحمد الأصبهاني أبو نعيم	0430
أحمد بن إبراهيم بن كثير الدورقي أبو عبد الله	0246
محمد بن خليفة بن علي التميمي	NOTGIVEN
خميس بن علي بن أحمد، أبو الكرم الواسطي الحوزي (المتوفى: 510هـ)	0510
أبو محمد عبد الله بن مسلم بن قتيبة الدينوري (المتوفى: 276هـ)	0276
محمد بن صالح بن محمد العثيمين (المتوفى: 1421هـ)	1421
أبو الفضل محمد بن طاهر بن علي بن أحمد المقدسي الشيباني، المعروف بابن القيسراني (المتوفى: 507هـ)	0507
أبو العباس أحمد بن محمد الخلوتي، الشهير بالصاوي المالكي (المتوفى: 1241هـ)	1241
أبو القاسم محمود بن عمرو بن أحمد، الزمخشري جار الله (المتوفى : 538هـ)	0538
أبو على الحسن بن رشيق القيرواني الأزدي (المتوفى: 463 هـ)	NOTGIVEN
أبو عبد الله محمد بن محمد بن عبد الملك الأنصاري الأوسي المراكشي (المتوفى: 703هـ)	0703
أبو القاسم عبد الملك بن محمد بن عبد الله بن بشران بن محمد بن بشران بن مهران البغدادي (المتوفى: 430هـ)	0430
زكريا بن محمد بن زكريا الأنصاري، زين الدين أبو يحيى السنيكي (المتوفى: 926هـ)	0926
أبو عبد الرحمن عبد الله بن أحمد بن محمد بن حنبل الشيباني (المتوفى : 290هـ)	0290
صالح الورداني	1450
خليفة بن خياط العصفري	0240
ابن الأبار، محمد بن عبد الله بن أبي بكر القضاعي البلنسي (المتوفى: 658هـ)	0658
المظهري، محمد ثناء الله	NOTGIVEN
عبد الوهاب بن عبد الرحمن البريهي السكسكي اليمني (المتوفى: 904هـ)	0904
السيد حسن الصدر	1351
أبو عبيد القاسم بن سلام بن عبد الله الهروي البغدادي (المتوفى: 224هـ)	0224
مجير الدين الحنبلي العليمي	0927
أبو علي أحمد بن محمد بن يعقوب مسكويه (المتوفى: 421هـ)	0421
الزبيدي	1205
محمد جواد مغنية	1400
محمود محمد مزروعة	NOTGIVEN
الآلوسي	1270
أبو الحسن ظهير الدين علي بن زيد البيهقي ، الشهير بابن فندمه (المتوفى : 565هـ)	0565
عمر بن أحمد بن هبة الله بن أبي جرادة العقيلي، كمال الدين ابن العديم (المتوفى: 660هـ)	0660
أبو عبد الرحمن مقبل بن هادي بن مقبل بن قائدة (اسم رجل) الهمداني الوادعي (المتوفى: 1422هـ)	1422
الشيخ ناصر مكارم الشيرازي	1450
عبد الملك بن محمد بن إبراهيم النيسابوري الخركوشي، أبو سعد (المتوفى: 407هـ)	0407
حجازي ، خسرو شاهي	1450
آية الله العظمى السيد محمد هادي الحسيني الميلاني	1395
الشريف المرتضى	0413
عبيد الله بن سعيد بن حاتم السجزي الوائلي البكري، أبو نصر (المتوفى: 444هـ)	0444
تقي الدين أبي بكر الحصني الدمشقي	0829
